Row,min_med_conn_run,sec_med_conn_run,min_med_conn,sec_med_conn
sub11403,2,1,0.498,0.5
sub11405,1,3,0.494,0.519
sub11407,2,1,0.414,0.417
sub11408,3,NaN,0.432,NaN
sub11409,2,1,0.41,0.422
sub11410,3,2,0.406,0.43
sub11411,4,2,0.43,0.437
sub11412,3,1,0.419,0.422
sub11413,1,NaN,0.484,NaN
sub11414,1,2,0.418,0.42
sub11416,1,NaN,0.513,NaN
sub11418,2,1,0.406,0.414
sub11419,1,2,0.453,0.532
sub11421,2,3,0.449,0.457
sub11426,3,1,0.41,0.412
sub11427,1,NaN,0.45,NaN
sub11429,2,3,0.443,0.446
sub11431,3,1,0.399,0.406
sub11437,3,1,0.431,0.439
sub11438,1,NaN,0.424,NaN
sub11439,1,3,0.428,0.443
sub11440,2,3,0.415,0.427
sub11446,1,4,0.412,0.458
sub11451,1,NaN,0.412,NaN
sub11454,3,NaN,0.476,NaN
sub11460,3,2,0.399,0.414
sub11462,1,3,0.428,0.431
sub11464,4,1,0.429,0.44
sub11465,1,2,0.441,0.535
sub11467,1,NaN,0.456,NaN
sub11472,3,2,0.446,0.455
sub11473,2,1,0.419,0.446
sub11474,2,4,0.428,0.442
sub11477,4,3,0.429,0.437
sub11478,2,NaN,0.455,NaN
sub11481,2,3,0.445,0.467
sub11483,1,NaN,0.45,NaN
sub11484,3,1,0.41,0.476
sub11487,3,4,0.418,0.418
sub11491,2,1,0.424,0.427
sub11493,2,NaN,0.452,NaN
sub11494,1,NaN,0.506,NaN
sub11496,2,3,0.428,0.437
sub11497,4,NaN,0.412,NaN
sub11500,2,NaN,0.485,NaN
sub11503,1,3,0.468,0.534
sub11507,NaN,NaN,NaN,NaN
sub11511,2,NaN,0.526,NaN
sub11514,1,2,0.431,0.431
sub11516,1,2,0.418,0.424
sub11518,1,2,0.462,0.464
sub11520,2,3,0.473,0.473
sub11524,NaN,NaN,NaN,NaN
sub11527,1,3,0.424,0.426
sub11529,NaN,NaN,NaN,NaN
sub11534,1,NaN,0.454,NaN
sub11537,1,NaN,0.444,NaN
sub11538,4,NaN,0.455,NaN
sub11540,1,NaN,0.528,NaN
sub11541,4,2,0.414,0.422
sub11542,1,NaN,0.468,NaN
sub11543,2,1,0.429,0.434
sub11544,1,NaN,0.433,NaN
sub11545,2,NaN,0.419,NaN
sub11547,2,3,0.428,0.432
sub11548,3,2,0.441,0.456
sub11549,2,3,0.42,0.464
